Attribute:data,Attribute:val,
16/01/2012,111.71,
17/01/2012,112.24,
18/01/2012,111.78,
19/01/2012,111.59,
20/01/2012,111.37,
23/01/2012,111.78,
24/01/2012,111.49,
25/01/2012,110.7,
26/01/2012,111.26,
27/01/2012,111.31,
30/01/2012,111.11,
31/01/2012,111.21,
01/02/2012,110.61,
02/02/2012,110.82,
03/02/2012,111.26,
06/02/2012,113.39,
07/02/2012,114.68,
08/02/2012,115.18,
09/02/2012,116.26,
10/02/2012,116.41,
13/02/2012,117.19,
14/02/2012,116.63,
15/02/2012,117.94,
16/02/2012,118.13,
17/02/2012,118.59,
20/02/2012,119.19,
21/02/2012,119.19,
22/02/2012,120.87,
23/02/2012,121.69,
24/02/2012,122.86,
27/02/2012,123.24,
28/02/2012,122.14,
29/02/2012,120.79,
01/03/2012,122.12,
02/03/2012,123.12,
05/03/2012,122.39,
06/03/2012,122.02,
07/03/2012,121.81,
08/03/2012,124.17,
09/03/2012,124.19,
12/03/2012,123.92,
13/03/2012,124.64,
14/03/2012,124.34,
15/03/2012,123.08,
16/03/2012,122.96,
19/03/2012,124.12,
20/03/2012,123.09,
21/03/2012,122.95,
22/03/2012,121.83,
23/03/2012,122.81,
26/03/2012,123.53,
27/03/2012,123.54,
28/03/2012,122.29,
29/03/2012,121.61,
30/03/2012,120.89,
02/04/2012,121.62,
03/04/2012,122.95,
04/04/2012,121.94,
05/04/2012,121.15,
09/04/2012,120.4,
10/04/2012,119.38,
11/04/2012,117.8,
12/04/2012,118.72,
13/04/2012,119.1,
16/04/2012,116.98,
17/04/2012,116.27,
18/04/2012,115.73,
19/04/2012,116.24,
20/04/2012,116.46,
23/04/2012,115.5,
24/04/2012,115.8,
25/04/2012,116.05,
26/04/2012,117.14,
27/04/2012,117.25,
30/04/2012,117.2,
01/05/2012,117.08,
02/05/2012,116.68,
03/05/2012,115.31,
04/05/2012,112.23,
07/05/2012,110.12,
08/05/2012,109.58,
09/05/2012,109.85,
10/05/2012,110.06,
11/05/2012,109.24,
14/05/2012,108.14,
15/05/2012,108.7,
16/05/2012,108.14,
17/05/2012,107.1,
18/05/2012,105.16,
21/05/2012,105.93,
22/05/2012,106.16,
23/05/2012,104.16,
24/05/2012,103.49,
25/05/2012,104.59,
28/05/2012,105.01,
29/05/2012,105.13,
30/05/2012,102.75,
31/05/2012,101.06,
01/06/2012,97.44,
04/06/2012,95.48,
05/06/2012,96.19,
06/06/2012,97.89,
07/06/2012,97.7,
08/06/2012,95.87,
11/06/2012,97.34,
12/06/2012,94.99,
13/06/2012,95.56,
14/06/2012,95.22,
15/06/2012,96.02,
18/06/2012,95.03,
19/06/2012,93.73,
20/06/2012,93.08,
21/06/2012,89.48,
22/06/2012,88.74,
25/06/2012,88.92,
26/06/2012,90.13,
27/06/2012,90.91,
28/06/2012,90.92,
29/06/2012,92.99,
02/07/2012,94.07,
03/07/2012,96.44,
04/07/2012,97.3,
05/07/2012,98.34,
06/07/2012,96.84,
09/07/2012,96.83,
10/07/2012,96.33,
11/07/2012,96.74,
12/07/2012,97.32,
13/07/2012,99.1,
16/07/2012,99.93,
17/07/2012,101.29,
18/07/2012,101.73,
19/07/2012,103.71,
20/07/2012,103.7,
23/07/2012,100.07,
24/07/2012,100.51,
25/07/2012,100.21,
26/07/2012,101.47,
27/07/2012,102.92,
30/07/2012,102.94,
31/07/2012,102.22,
01/08/2012,102.54,
02/08/2012,103.07,
03/08/2012,104.46,
06/08/2012,105.67,
07/08/2012,107.58,
08/08/2012,108.36,
09/08/2012,108.39,
10/08/2012,109.1,
13/08/2012,109.67,
14/08/2012,110.1,
15/08/2012,110.65,
16/08/2012,112.11,
17/08/2012,111.56,
20/08/2012,111.49,
21/08/2012,112.28,
22/08/2012,112.2,
23/08/2012,113.56,
24/08/2012,112.12,
27/08/2012,112.04,
28/08/2012,110.22,
29/08/2012,109.9,
30/08/2012,110.66,
31/08/2012,111.17,
03/09/2012,112.11,
04/09/2012,112.85,
05/09/2012,111.2,
06/09/2012,111.75,
07/09/2012,111.55,
10/09/2012,112.32,
11/09/2012,112.68,
12/09/2012,113.36,
13/09/2012,113.47,
14/09/2012,114.87,
17/09/2012,113.72,
18/09/2012,110.95,
19/09/2012,108.43,
20/09/2012,105.88,
21/09/2012,108.15,
24/09/2012,107.47,
25/09/2012,107.99,
26/09/2012,106.84,
27/09/2012,108.21,
28/09/2012,109.68,
01/10/2012,109.29,
02/10/2012,109.32,
03/10/2012,107.08,
04/10/2012,106.99,
05/10/2012,108.77,
08/10/2012,107.94,
09/10/2012,109.46,
10/10/2012,110.94,
11/10/2012,111.35,
12/10/2012,111.06,
15/10/2012,110.7,
16/10/2012,111.09,
17/10/2012,110.24,
18/10/2012,109.77,
19/10/2012,108.99,
22/10/2012,107.13,
23/10/2012,105.94,
24/10/2012,105.68,
25/10/2012,105.83,
26/10/2012,106.37,
29/10/2012,105.97,
30/10/2012,106.12,
31/10/2012,106.16,
01/11/2012,106.26,
02/11/2012,105.06,
05/11/2012,103.42,
06/11/2012,105.79,
07/11/2012,106.87,
08/11/2012,104.58,
09/11/2012,105.21,
12/11/2012,106.59,
13/11/2012,105.97,
14/11/2012,106.21,
15/11/2012,107.23,
16/11/2012,107.04,
19/11/2012,108.76,
20/11/2012,108.33,
21/11/2012,107.88,
22/11/2012,107.94,
23/11/2012,108.08,
26/11/2012,108.48,
27/11/2012,108.07,
28/11/2012,106.99,
29/11/2012,107.46,
30/11/2012,108.59,
03/12/2012,108.44,
04/12/2012,107.66,
05/12/2012,107.2,
06/12/2012,105.64,
07/12/2012,104.75,
10/12/2012,105.01,
11/12/2012,104.8,
12/12/2012,105.83,
13/12/2012,106.01,
14/12/2012,105.77,
17/12/2012,106.07,
18/12/2012,106.38,
19/12/2012,107.1,
20/12/2012,107.2,
21/12/2012,106.63,
24/12/2012,105.91,
26/12/2012,106.92,
27/12/2012,108.03,
28/12/2012,107.87,
31/12/2012,107.76,
02/01/2013,108.96,
03/01/2013,109.15,
04/01/2013,108.68,
07/01/2013,108.15,
08/01/2013,108.72,
09/01/2013,109.01,
10/01/2013,109.3,
11/01/2013,108.2,
14/01/2013,108.06,
15/01/2013,108.35,
16/01/2013,107.75,
17/01/2013,108.01,
18/01/2013,108.92,
21/01/2013,109.32,
22/01/2013,109.48,
23/01/2013,109.71,
24/01/2013,109.88,
25/01/2013,110.2,
28/01/2013,110.15,
29/01/2013,110.52,
30/01/2013,111.43,
31/01/2013,112.3,
01/02/2013,112.62,
04/02/2013,112.99,
05/02/2013,112.68,
06/02/2013,113.1,
07/02/2013,113.67,
08/02/2013,114.44,
11/02/2013,114.36,
12/02/2013,114.3,
13/02/2013,114.94,
14/02/2013,114.67,
15/02/2013,114.23,
18/02/2013,114.18,
19/02/2013,113.62,
20/02/2013,113.28,
21/02/2013,111.27,
22/02/2013,110.94,
25/02/2013,111.2,
26/02/2013,110.1,
27/02/2013,109.69,
28/02/2013,108.62,
01/03/2013,106.79,
04/03/2013,106.12,
05/03/2013,106.99,
06/03/2013,107.64,
07/03/2013,107.31,
08/03/2013,107.06,
11/03/2013,106.96,
12/03/2013,106.51,
13/03/2013,106.05,
14/03/2013,105.88,
15/03/2013,106.62,
18/03/2013,106.36,
19/03/2013,106.52,
20/03/2013,105.85,
21/03/2013,105.69,
22/03/2013,105.13,
25/03/2013,105.48,
26/03/2013,105.86,
27/03/2013,106.79,
28/03/2013,107.23,
01/04/2013,106.97,
02/04/2013,108.16,
03/04/2013,106.8,
04/04/2013,104.21,
05/04/2013,103.1,
08/04/2013,102.35,
09/04/2013,102.72,
10/04/2013,103.26,
11/04/2013,102.44,
12/04/2013,100.63,
15/04/2013,98.56,
16/04/2013,97.15,
17/04/2013,96.71,
18/04/2013,96.35,
19/04/2013,97.4,
22/04/2013,97.75,
23/04/2013,97.52,
24/04/2013,98.96,
25/04/2013,99.89,
26/04/2013,100.7,
29/04/2013,100.91,
30/04/2013,100.65,
01/05/2013,99.97,
02/05/2013,98.97,
03/05/2013,101.47,
06/05/2013,102.61,
07/05/2013,102.75,
08/05/2013,102.11,
09/05/2013,101.67,
10/05/2013,101.07,
13/05/2013,100.47,
14/05/2013,100.29,
15/05/2013,99.66,
16/05/2013,100.85,
17/05/2013,101.45,
20/05/2013,101.95,
21/05/2013,101.39,
22/05/2013,100.36,
23/05/2013,99.03,
24/05/2013,99.15,
27/05/2013,99.56,
28/05/2013,101.11,
29/05/2013,100.54,
30/05/2013,99.77,
31/05/2013,98.78,
03/06/2013,98.88,
04/06/2013,99.87,
05/06/2013,101.09,
06/06/2013,100.93,
07/06/2013,101.64,
10/06/2013,101.38,
11/06/2013,100.72,
12/06/2013,100.89,
13/06/2013,101.26,
14/06/2013,103.33,
17/06/2013,103.85,
18/06/2013,103.1,
19/06/2013,103.78,
20/06/2013,101.4,
21/06/2013,99.82,
24/06/2013,98.33,
25/06/2013,99.79,
26/06/2013,99.39,
27/06/2013,100.37,
28/06/2013,100.78,
01/07/2013,100.1,
02/07/2013,100.63,
03/07/2013,102.24,
04/07/2013,102.39,
05/07/2013,103.2,
08/07/2013,103.96,
09/07/2013,104.06,
10/07/2013,104.69,
11/07/2013,104.81,
12/07/2013,104.82,
15/07/2013,105.31,
16/07/2013,105.39,
17/07/2013,105.28,
18/07/2013,106.11,
19/07/2013,106.4,
22/07/2013,106.14,
23/07/2013,105.95,
24/07/2013,105.44,
25/07/2013,105.28,
26/07/2013,105.1,
29/07/2013,105.21,
30/07/2013,104.92,
31/07/2013,104.97,
01/08/2013,106.1,
02/08/2013,106.65,
05/08/2013,106.43,
06/08/2013,105.56,
07/08/2013,104.89,
08/08/2013,104.47,
09/08/2013,104.94,
12/08/2013,105.27,
13/08/2013,106.75,
14/08/2013,106.69,
15/08/2013,107.96,
16/08/2013,107.8,
19/08/2013,107.83,
20/08/2013,107.06,
21/08/2013,106.95,
22/08/2013,107.58,
23/08/2013,108.25,
26/08/2013,108.36,
27/08/2013,109.28,
28/08/2013,112.25,
29/08/2013,112.8,
30/08/2013,111.55,
02/09/2013,110.32,
03/09/2013,111.2,
04/09/2013,111.55,
05/09/2013,111.47,
06/09/2013,112.1,
09/09/2013,111.39,
10/09/2013,109.26,
11/09/2013,109.4,
12/09/2013,109.83,
13/09/2013,109.87,
16/09/2013,109.04,
17/09/2013,107.64,
18/09/2013,107.26,
19/09/2013,108.4,
20/09/2013,107.34,
23/09/2013,106.52,
24/09/2013,105.8,
25/09/2013,106.53,
26/09/2013,106.34,
27/09/2013,106.47,
30/09/2013,105.61,
01/10/2013,105.42,
02/10/2013,106.08,
03/10/2013,106.79,
04/10/2013,106.94,
07/10/2013,106.45,
08/10/2013,107.36,
09/10/2013,106.94,
10/10/2013,107.69,
11/10/2013,108.15,
14/10/2013,108,
15/10/2013,107.64,
16/10/2013,107.19,
17/10/2013,107.02,
18/10/2013,106.54,
21/10/2013,106.76,
22/10/2013,106.77,
23/10/2013,106.34,
24/10/2013,105.57,
25/10/2013,104.97,
28/10/2013,105.75,
29/10/2013,106.36,
30/10/2013,106.31,
31/10/2013,106.75,
01/11/2013,105.53,
04/11/2013,104.22,
05/11/2013,103.83,
06/11/2013,103.82,
07/11/2013,102.64,
08/11/2013,102.12,
11/11/2013,103.39,
12/11/2013,103.6,
13/11/2013,103.52,
14/11/2013,104.67,
15/11/2013,105.24,
18/11/2013,105.04,
19/11/2013,105.02,
20/11/2013,104.58,
21/11/2013,105.4,
22/11/2013,106.73,
25/11/2013,106.07,
26/11/2013,107.36,
27/11/2013,107.14,
28/11/2013,107.34,
29/11/2013,107.07,
02/12/2013,106.74,
03/12/2013,108.08,
04/12/2013,108.92,
05/12/2013,108.22,
06/12/2013,108,
09/12/2013,107.72,
10/12/2013,106.83,
11/12/2013,106.81,
12/12/2013,106.96,
13/12/2013,105.95,
16/12/2013,106.92,
17/12/2013,106.57,
18/12/2013,106.74,
19/12/2013,107.49,
20/12/2013,108.15,
23/12/2013,108.73,
24/12/2013,108.76,
27/12/2013,109.35,
30/12/2013,108.57,
31/12/2013,107.94,
02/01/2014,106.85,
03/01/2014,104.99,
06/01/2014,104.33,
07/01/2014,104.51,
08/01/2014,104.43,
09/01/2014,104.28,
10/01/2014,104.09,
13/01/2014,103.93,
14/01/2014,103.92,
15/01/2014,104.28,
16/01/2014,104.39,
17/01/2014,103.98,
20/01/2014,104.17,
21/01/2014,105.26,
22/01/2014,105.62,
23/01/2014,106.11,
24/01/2014,105.04,
27/01/2014,104.62,
28/01/2014,104.67,
29/01/2014,104.57,
30/01/2014,105.09,
31/01/2014,104.45,
03/02/2014,102.55,
04/02/2014,102.55,
05/02/2014,102.63,
06/02/2014,103.34,
07/02/2014,104.41,
10/02/2014,105.52,
11/02/2014,105.3,
12/02/2014,105.46,
13/02/2014,105.27,
14/02/2014,105.58,
17/02/2014,106.11,
18/02/2014,106.53,
19/02/2014,107.15,
20/02/2014,106.79,
21/02/2014,106.68,
24/02/2014,106.7,
25/02/2014,106.55,
26/02/2014,106.49,
27/02/2014,106.1,
28/02/2014,105.92,
03/03/2014,107.8,
04/03/2014,106.3,
05/03/2014,105.24,
06/03/2014,104.37,
07/03/2014,104.98,
10/03/2014,104.48,
11/03/2014,104.38,
12/03/2014,103.75,
13/03/2014,103.71,
14/03/2014,103.83,
17/03/2014,103.85,
18/03/2014,103.29,
19/03/2014,103.16,
20/03/2014,102.37,
21/03/2014,103.3,
24/03/2014,103.13,
25/03/2014,103.39,
26/03/2014,103.62,
27/03/2014,103.79,
28/03/2014,104.27,
31/03/2014,104.08,
01/04/2014,103.25,
02/04/2014,101.72,
03/04/2014,101.57,
04/04/2014,103.12,
07/04/2014,102.16,
08/04/2014,103.16,
09/04/2014,104.22,
10/04/2014,104.33,
11/04/2014,104.07,
14/04/2014,104.81,
15/04/2014,105.21,
16/04/2014,106.06,
17/04/2014,105.53,
21/04/2014,105.34,
22/04/2014,105.19,
23/04/2014,104.99,
24/04/2014,105.2,
25/04/2014,105.37,
28/04/2014,105.43,
29/04/2014,104.95,
30/04/2014,103.95,
01/05/2014,103.77,
02/05/2014,104.25,
05/05/2014,104.35,
06/05/2014,103.69,
07/05/2014,103.68,
08/05/2014,103.94,
09/05/2014,104.46,
12/05/2014,104.21,
13/05/2014,104.5,
14/05/2014,105.62,
15/05/2014,105.66,
16/05/2014,105.95,
19/05/2014,106.43,
20/05/2014,106.18,
21/05/2014,106.82,
22/05/2014,107,
23/05/2014,106.92,
26/05/2014,106.73,
27/05/2014,106.79,
28/05/2014,106.35,
29/05/2014,106.45,
30/05/2014,105.91,
02/06/2014,105.6,
03/06/2014,105.14,
04/06/2014,105.56,
05/06/2014,104.73,
06/06/2014,105.38,
09/06/2014,105.72,
10/06/2014,105.89,
11/06/2014,106.02,
12/06/2014,107.46,
13/06/2014,109.31,
16/06/2014,109.09,
17/06/2014,108.81,
18/06/2014,109.6,
19/06/2014,110.26,
20/06/2014,110.48,
23/06/2014,110.3,
24/06/2014,109.62,
25/06/2014,109.63,
26/06/2014,109.38,
27/06/2014,109.17,
30/06/2014,108.59,
01/07/2014,108.68,
02/07/2014,108.35,
03/07/2014,107.17,
04/07/2014,107.34,
07/07/2014,106.89,
08/07/2014,106.25,
09/07/2014,105.49,
10/07/2014,105.16,
11/07/2014,104.87,
14/07/2014,104.12,
15/07/2014,103.65,
16/07/2014,104.44,
17/07/2014,105.04,
18/07/2014,105.54,
21/07/2014,105.07,
22/07/2014,105.74,
23/07/2014,105.3,
24/07/2014,105.22,
25/07/2014,105.31,
28/07/2014,105.11,
29/07/2014,105.44,
30/07/2014,105.21,
31/07/2014,103.6,
01/08/2014,102.89,
04/08/2014,102.58,
05/08/2014,102.23,
06/08/2014,102.05,
07/08/2014,102.22,
08/08/2014,103.1,
11/08/2014,102.29,
12/08/2014,101.66,
13/08/2014,100.88,
14/08/2014,100.99,
15/08/2014,99.94,
18/08/2014,99.42,
19/08/2014,98.93,
20/08/2014,99.52,
21/08/2014,99.03,
22/08/2014,99.19,
25/08/2014,99.09,
26/08/2014,99.82,
27/08/2014,100.06,
28/08/2014,99.97,
29/08/2014,99.99,
01/09/2014,100.1,
02/09/2014,98.95,
03/09/2014,98.66,
04/09/2014,99.15,
05/09/2014,98.38,
08/09/2014,97,
09/09/2014,96.99,
10/09/2014,95.93,
11/09/2014,95.35,
12/09/2014,95.68,
15/09/2014,94.68,
16/09/2014,95.3,
17/09/2014,95.84,
18/09/2014,95.19,
19/09/2014,94.44,
22/09/2014,94.37,
23/09/2014,94.31,
24/09/2014,94.18,
25/09/2014,94.25,
26/09/2014,94.13,
29/09/2014,94.54,
30/09/2014,94.17,
01/10/2014,92.19,
02/10/2014,90.4,
03/10/2014,90.33,
06/10/2014,90.4,
07/10/2014,89.37,
08/10/2014,88.32,
09/10/2014,88.27,
10/10/2014,86.43,
13/10/2014,85.93,
14/10/2014,85.14,
15/10/2014,81.89,
16/10/2014,81.17,
17/10/2014,83.19,
20/10/2014,82.37,
21/10/2014,82.09,
22/10/2014,81.94,
23/10/2014,81.67,
24/10/2014,82.48,
27/10/2014,82.37,
28/10/2014,82.44,
29/10/2014,83.24,
30/10/2014,82.79,
31/10/2014,81.97,
03/11/2014,80.64,
04/11/2014,78.67,
05/11/2014,78.11,
06/11/2014,78.27,
07/11/2014,78.67,
10/11/2014,78.98,
11/11/2014,77.27,
12/11/2014,76.96,
13/11/2014,75.15,
14/11/2014,73.47,
17/11/2014,73.9,
18/11/2014,74.36,
19/11/2014,74.05,
20/11/2014,74.03,
21/11/2014,75.42,
24/11/2014,75.7,
25/11/2014,74.28,
26/11/2014,73.7,
27/11/2014,70.8,
28/11/2014,68.89,
01/12/2014,66.44,
02/12/2014,68.13,
03/12/2014,67.31,
04/12/2014,66.27,
05/12/2014,65.32,
08/12/2014,63.78,
09/12/2014,62.33,
10/12/2014,61.35,
11/12/2014,60.5,
12/12/2014,58.65,
15/12/2014,57.92,
16/12/2014,55.91,
17/12/2014,55.64,
18/12/2014,56.3,
19/12/2014,55.52,
22/12/2014,56.9,
23/12/2014,55.59,
24/12/2014,56.03,
29/12/2014,54.44,
30/12/2014,52.39,
31/12/2014,52,
02/01/2015,51.78,
05/01/2015,48.87,
06/01/2015,46.57,
07/01/2015,44.79,
08/01/2015,45.68,
09/01/2015,45.19,
12/01/2015,43.55,
13/01/2015,41.5,
14/01/2015,41.65,
15/01/2015,43.14,
16/01/2015,43.4,
19/01/2015,43.87,
20/01/2015,43.04,
21/01/2015,43.25,
22/01/2015,43.05,
23/01/2015,43.69,
26/01/2015,42.9,
27/01/2015,43.24,
28/01/2015,44.08,
29/01/2015,43.88,
30/01/2015,44.83,
02/02/2015,48.19,
03/02/2015,51.77,
04/02/2015,52.22,
05/02/2015,50.81,
06/02/2015,53.36,
09/02/2015,53.58,
10/02/2015,53.14,
11/02/2015,52.21,
12/02/2015,52.86,
13/02/2015,55.97,
16/02/2015,56.43,
17/02/2015,56.69,
18/02/2015,56.83,
19/02/2015,56.29,
20/02/2015,56.55,
23/02/2015,54.09,
24/02/2015,53.54,
25/02/2015,53.81,
26/02/2015,56.07,
27/02/2015,56.83,
02/03/2015,56.74,
03/03/2015,55.94,
04/03/2015,55.82,
05/03/2015,55.77,
06/03/2015,55.63,
09/03/2015,54.53,
10/03/2015,53.03,
11/03/2015,52.25,
12/03/2015,53.16,
13/03/2015,51.66,
16/03/2015,49.46,
17/03/2015,48.76,
18/03/2015,49.17,
19/03/2015,50.17,
20/03/2015,49.93,
23/03/2015,50.3,
24/03/2015,50.92,
25/03/2015,50.83,
26/03/2015,54.55,
27/03/2015,52.93,
30/03/2015,51.45,
31/03/2015,51.06,
01/04/2015,52.48,
02/04/2015,52.93,
06/04/2015,53.2,
07/04/2015,54.61,
08/04/2015,54.28,
09/04/2015,53.52,
10/04/2015,54.04,
13/04/2015,55.86,
14/04/2015,55.91,
15/04/2015,57.01,
16/04/2015,58.88,
17/04/2015,59.52,
20/04/2015,59.5,
21/04/2015,58.84,
22/04/2015,58.09,
23/04/2015,59.14,
24/04/2015,60.95,
27/04/2015,61.06,
28/04/2015,60.41,
29/04/2015,60.92,
30/04/2015,62.21,
01/05/2015,62.23,
04/05/2015,62.85,
05/05/2015,63.62,
06/05/2015,64.96,
07/05/2015,63.98,
08/05/2015,62.44,
11/05/2015,62.03,
12/05/2015,62.49,
13/05/2015,63.77,
14/05/2015,63.13,
15/05/2015,62.74,
18/05/2015,62.98,
19/05/2015,61.11,
20/05/2015,60.91,
21/05/2015,61.86,
22/05/2015,62.03,
25/05/2015,61.18,
26/05/2015,60.73,
27/05/2015,60.43,
28/05/2015,59.33,
29/05/2015,60.47,
01/06/2015,60.46,
02/06/2015,62.26,
03/06/2015,61.49,
04/06/2015,59.61,
05/06/2015,58.61,
08/06/2015,59.42,
09/06/2015,60.27,
10/06/2015,62.41,
11/06/2015,62.14,
12/06/2015,61.17,
15/06/2015,60.17,
16/06/2015,60.08,
17/06/2015,60.27,
18/06/2015,60.56,
19/06/2015,59.98,
22/06/2015,59.36,
23/06/2015,59.96,
24/06/2015,60.68,
25/06/2015,59.58,
26/06/2015,59.14,
29/06/2015,58.24,
30/06/2015,58.79,
01/07/2015,59.81,
02/07/2015,59.31,
03/07/2015,58.35,
06/07/2015,55.79,
07/07/2015,54.25,
08/07/2015,53.78,
09/07/2015,55.54,
10/07/2015,55.99,
13/07/2015,55.23,
14/07/2015,54.55,
15/07/2015,54.94,
16/07/2015,54.23,
17/07/2015,53.99,
20/07/2015,53.79,
21/07/2015,53.57,
22/07/2015,53.45,
23/07/2015,53.04,
24/07/2015,52.08,
27/07/2015,51.3,
28/07/2015,50.55,
29/07/2015,50.83,
30/07/2015,51.46,
31/07/2015,50.51,
03/08/2015,48.4,
04/08/2015,47.9,
05/08/2015,47.89,
06/08/2015,47.09,
07/08/2015,46.95,
10/08/2015,47.32,
11/08/2015,47.66,
12/08/2015,47.09,
13/08/2015,47.29,
14/08/2015,46.62,
17/08/2015,45.96,
18/08/2015,45.77,
19/08/2015,45.39,
20/08/2015,44.13,
21/08/2015,43,
24/08/2015,40.67,
25/08/2015,40.47,
26/08/2015,40.51,
27/08/2015,42.37,
28/08/2015,45.19,
31/08/2015,47.01,
01/09/2015,47.8,
02/09/2015,45.56,
03/09/2015,47.4,
04/09/2015,46.83,
07/09/2015,45.59,
08/09/2015,45.38,
09/09/2015,45.96,
10/09/2015,44.83,
11/09/2015,44.64,
14/09/2015,43.85,
15/09/2015,43.13,
16/09/2015,44.57,
17/09/2015,45.1,
18/09/2015,44.34,
21/09/2015,43.81,
22/09/2015,43.84,
23/09/2015,44.69,
24/09/2015,44.48,
25/09/2015,43.76,
28/09/2015,43.54,
29/09/2015,43.51,
30/09/2015,43.58,
01/10/2015,44.48,
02/10/2015,43.82,
05/10/2015,44.95,
06/10/2015,46.08,
07/10/2015,48.24,
08/10/2015,48.1,
09/10/2015,48.79,
12/10/2015,47.97,
13/10/2015,46,
14/10/2015,45.21,
15/10/2015,45.05,
16/10/2015,45.71,
19/10/2015,44.92,
20/10/2015,43.87,
21/10/2015,43.67,
22/10/2015,43.44,
23/10/2015,43.45,
26/10/2015,43.13,
27/10/2015,42.4,
28/10/2015,43.2,
29/10/2015,44.34,
30/10/2015,43.66,
02/11/2015,43.95,
03/11/2015,43.89,
04/11/2015,44.43,
05/11/2015,43.28,
06/11/2015,42.72,
09/11/2015,42.13,
10/11/2015,42.26,
11/11/2015,41.53,
12/11/2015,40.21,
13/11/2015,39.21,
16/11/2015,38.18,
17/11/2015,38.29,
18/11/2015,38.04,
19/11/2015,38.52,
20/11/2015,38.37,
23/11/2015,38.35,
24/11/2015,39.59,
25/11/2015,39.81,
26/11/2015,39.65,
27/11/2015,39.08,
30/11/2015,38.93,
01/12/2015,39.25,
02/12/2015,38.4,
03/12/2015,37.84,
04/12/2015,38.03,
07/12/2015,36.4,
08/12/2015,35.25,
09/12/2015,34.74,
10/12/2015,34.64,
11/12/2015,33.71,
14/12/2015,32.55,
15/12/2015,32.56,
16/12/2015,32.28,
17/12/2015,31.49,
18/12/2015,31.63,
21/12/2015,30.74,
22/12/2015,31.15,
23/12/2015,31.25,
24/12/2015,32.17,
28/12/2015,31.71,
29/12/2015,31.55,
30/12/2015,31.42,
31/12/2015,31.27,
04/01/2016,31.79,
05/01/2016,31.21,
06/01/2016,29.71,
07/01/2016,27.85,
08/01/2016,28.47,
11/01/2016,27.07,
12/01/2016,25.76,
13/01/2016,25.69,
14/01/2016,25,
15/01/2016,24.74,
18/01/2016,23.58,
19/01/2016,23.85,
20/01/2016,22.48,
21/01/2016,22.89,
22/01/2016,25.5,
25/01/2016,25.58,
26/01/2016,25.11,
27/01/2016,26.4,
28/01/2016,28.28,
29/01/2016,29.11,
01/02/2016,29.73,
02/02/2016,28.4,
03/02/2016,28.65,
04/02/2016,29.93,
05/02/2016,29.3,
08/02/2016,29,
09/02/2016,28.33,
10/02/2016,25.93,
11/02/2016,25.21,
12/02/2016,26.74,
15/02/2016,28.44,
16/02/2016,29.35,
17/02/2016,28.18,
18/02/2016,29.96,
19/02/2016,29.17,
22/02/2016,29.48,
23/02/2016,28.94,
24/02/2016,28.3,
25/02/2016,29.19,
26/02/2016,30.74,
29/02/2016,30.13,
01/03/2016,31.65,
02/03/2016,31.72,
03/03/2016,31.68,
04/03/2016,32.42,
07/03/2016,34.43,
08/03/2016,35.07,
09/03/2016,35.05,
10/03/2016,35.23,
11/03/2016,35.62,
14/03/2016,34.74,
15/03/2016,33.69,
16/03/2016,34.5,
17/03/2016,36.36,
18/03/2016,36.59,
21/03/2016,36.27,
22/03/2016,36.67,
23/03/2016,36.19,
24/03/2016,34.96,
25/03/2016,34.96,
28/03/2016,35.48,
29/03/2016,34.5,
30/03/2016,34.91,
31/03/2016,34.33,
01/04/2016,34.54,
04/04/2016,33.4,
05/04/2016,32.71,
06/04/2016,33.93,
07/04/2016,34.71,
08/04/2016,36.01,
11/04/2016,37.02,
12/04/2016,38.62,
13/04/2016,38.91,
14/04/2016,38.58,
15/04/2016,38.05,
18/04/2016,36.58,
19/04/2016,38.27,
20/04/2016,38.46,
21/04/2016,40.09,
22/04/2016,39.78,
25/04/2016,39.4,
26/04/2016,39.88,
27/04/2016,41.38,
28/04/2016,42.02,
29/04/2016,42.7,
02/05/2016,42.48,
03/05/2016,41.03,
04/05/2016,40.45,
05/05/2016,41.16,
06/05/2016,40.57,
09/05/2016,40.77,
10/05/2016,40.23,
11/05/2016,41.43,
12/05/2016,43.33,
13/05/2016,43.3,
16/05/2016,44.37,
17/05/2016,44.82,
18/05/2016,44.88,
19/05/2016,43.84,
20/05/2016,44.77,
23/05/2016,44.07,
24/05/2016,44.02,
25/05/2016,44.97,
26/05/2016,45.43,
27/05/2016,44.76,
30/05/2016,44.8,
31/05/2016,45.15,
01/06/2016,45.28,
02/06/2016,45.67,
03/06/2016,45.82,
06/06/2016,46.1,
07/06/2016,46.63,
08/06/2016,47.76,
09/06/2016,48.02,
10/06/2016,47.05,
13/06/2016,46.25,
14/06/2016,45.64,
15/06/2016,45.36,
16/06/2016,44.03,
17/06/2016,44.18,
20/06/2016,46.24,
21/06/2016,46.02,
22/06/2016,46.46,
23/06/2016,46.16,
24/06/2016,44.88,
27/06/2016,44.32,
28/06/2016,44.46,
29/06/2016,45.82,
30/06/2016,46.27,
01/07/2016,45.42,
04/07/2016,46.08,
05/07/2016,44.34,
06/07/2016,44.35,
07/07/2016,44.19,
08/07/2016,42.59,
11/07/2016,42.21,
12/07/2016,43.22,
13/07/2016,43.19,
14/07/2016,42.88,
15/07/2016,43.24,
18/07/2016,43.36,
19/07/2016,42.66,
20/07/2016,42.73,
21/07/2016,42.93,
22/07/2016,41.71,
